Row,Source Name,RA J2000 Degs,Dec J2000 Degs,Alternate Name,Source Type,Today#,Yesterday#,Tenday#,Mean*,Peak*,Days*,Last Day*
775,SAX J1806.5-2215,271.642,-22.2520,NULL,LMXB/NS,-,-,-,-,-,-,-
776,SAX J1806.8-2435,271.711,-24.5910,NULL,NULL,-,-,-,0,0,1,1 (    0)
777,3C 371,271.711,69.8240,7C 180717.90+694858.00,BL Lac,86 ( 2.4),-,6 ( 2.3),-,-,-,-
778,XTE J1807-294,271.744,-29.4160,[KRL2007b] 304,LMXB,-,-,-,0,0,1,1 (    0)
779,1RXS J180724.2+194217,271.850,19.7060,HD 347929,Variable star,-,-,-,0,0,1,1 (    0)
780,MAXI J1807-228,271.960,-22.8000,NULL,NULL,-,-,-,-,-,-,-
781,MAXI J1807+132,272.032,13.2513,NULL,NULL,-,-,-,-,-,-,-
782,SWIFT J1808.4-1754,272.110,-17.9040,NULL,NULL,-,-,-,0,52,10,56791 ( 3390)
783,SAX J1808.4-3658,272.115,-36.9790,V4580 Sgr,LMXB/NS,-,-,-,1,83,43,55868 ( 4313)
784,SGR 1806-20,272.164,-20.4110,CXOU J180839.3-202439,SGR,-,-,-,1,0,3,1 (    0)
785,PSR J1809-2332,272.399,-23.5200,0FGL J1809.5-2331,XRB,-,-,-,-,-,-,-
786,XTE J1810-197,272.463,-19.7310,PSR J1809-1943,Pulsar,-,-,-,0,0,1,1 (    0)
787,XTE J1810-189,272.586,-19.0700,NULL,LMXB/NS,-,-,-,2,108,164,56312 ( 3869)
788,V5855 Sgr,272.618,-27.4997,NULL,NULL,-,-,-,-,-,-,-
789,SAX J1810.8-2609,272.685,-26.1500,V4722 Sgr,LMXB/NS,-,-,-,-,-,-,-
790,XTE J1812-182,273.116,-18.2090,XMMU J181227.8-181234,X-ray transient,-,-,-,0,0,4,1 (    0)
791,0FGL J1813.5-1248,273.350,-12.7670,GRO J1813-12,Pulsar,-,-,-,0,0,2,1 (    0)
792,IGR J18135-1751,273.363,-17.8490,HESS J1813-178,SNR/PWN,-,-,-,1,0,1,1 (    0)
793,MAXI J1813-095,273.391,-9.53340,NULL,NULL,-,-,-,2,97,36,58171 ( 2010)
794,GX 13+1,273.630,-17.1570,V5512 Sgr,LMXB/NS,-,63 ( 2.7),-,20,61,990,57215 ( 2966)
795,4U 1812-12,273.776,-12.0960,,LMXB/NS,-,-,29 ( 3.9),24,94,1460,53787 ( 6394)
796,IGR J18151-1052,273.790,-10.8800,NULL,HMXB,-,-,-,0,0,3,1 (    0)
797,IGR J18159-3353,273.989,-33.8900,NULL,X-ray source,-,-,-,-,-,-,-
798,GX 17+2,274.006,-14.0360,NP Ser,LMXB/NS,124 ( 3.3),91 ( 3.8),89 (13.0),86,251,5173,53536 ( 6645)
799,AM Her,274.055,49.8680,NULL,CV/AM Her,-,-,11 ( 3.7),2,0,4,1 (    0)
800,SWIFT J1816.7-1613,274.178,-16.2230,NULL,XRB/NS,-,-,-,0,38,13,57800 ( 2381)
801,MAXI J1816-195,274.207,-19.6331,NULL,NULL,-,-,-,4,185,12,59737 (  444)
802,IGR J18173-2509,274.342,-25.1440,XMMSL1 J181722.2+250838,CV,-,-,-,1,0,3,1 (    0)
803,IGR J18175-1530,274.393,-15.5110,XTE J1817-155,X-ray source,-,-,-,0,0,2,1 (    0)
804,XTE J1817-330,274.431,-33.0190,,LMXB/BHC,-,-,-,0,151,39,53766 ( 6415)
805,IGR J18179-1621,274.468,-16.3590,NULL,NULL,-,-,-,-,-,-,-
806,XTE J1818-245,274.603,-24.5380,[KRL2007b] 312,LMXB/BHC,-,-,-,0,73,2,53595 ( 6586)
807,SAX J1818.6-1703,274.673,-17.0590,HD 168078,HMXB/SFXT,-,-,-,1,60,15,55139 ( 5042)
808,SAX J1818.7+1424,274.683,14.4030,SAX1818.7+1424,X-ray source,-,-,-,0,0,4,1 (    0)
809,SAX J1819.3-2525,274.840,-25.4070,V4641 Sgr,LMXB/BH,-,-,-,0,158,3,53541 ( 6640)
810,MAXI J1820+070,275.091,7.18563,NULL,NULL,-,-,-,7,4021,168,58200 ( 1981)
811,AX J1820.5-1434,275.123,-14.5730,AXJ1820.5-1434,HMXB,-,-,-,1,0,1,1 (    0)
812,V5856 Sgr,275.218,-28.3700,NULL,NULL,-,50 ( 2.5),-,-,-,-,-
813,SWIFT J1821.8-1348,275.479,-13.7910,XMMSL1 J182155.0-134719,XRB,-,-,-,1,0,3,1 (    0)
814,SWIFT J1822.3-1606,275.575,-16.0740,NULL,NULL,-,-,-,-,-,-,-
815,H 1820-303,275.919,-30.3610,4U 1820-30,LMXB/NS,-,-,49 ( 8.4),55,168,4156,54986 ( 5195)
816,4C 56.27,276.029,56.8504,7C 182315.20+564917.00,BL Lac,-,-,-,0,0,3,1 (    0)
817,XTE J1824-141,276.099,-14.4154,NULL,XRB,-,-,-,-,-,-,-
818,IGR J18245-2452,276.135,-24.8690,NULL,LMXB/NS,-,-,-,-,-,-,-
819,H 1822-000,276.342,-0.0120000,4U 1822-000,LMXB/NS,-,-,-,1,34,2,59734 (  447)
820,4U 1822-371,276.445,-37.1053,V691 CrA,LMXB/NS,-,-,41 ( 7.4),33,56,59,59632 (  549)
821,PSR J1826-1256,276.504,-13.0910,0FGL J1825.9-1256,Pulsar,-,-,-,0,0,1,1 (    0)
822,RX J1826.2-1450,276.563,-14.8480,V479 Sct,HMXB,-,-,-,-,-,-,-
823,IGR J18284-0345,277.125,-3.76200,NULL,X-ray source,-,-,-,-,-,-,-
824,SAX J1828.5-1037,277.141,-10.6170,2XMM J182833.7-103700,LMXB,-,-,-,0,41,1,59734 (  447)
825,MAXI J1828-249,277.244,-25.0290,NULL,NULL,-,-,-,0,0,1,1 (    0)
826,Ginga 1826-238,277.368,-23.7970,V4634 Sgr,LMXB/NS,-,-,16 ( 2.6),-,-,-,-
827,2C 1569,277.382,48.7464,3C 380,Sy1.5/LPQ,-,-,-,0,69,1,59948 (  233)
828,XTE J1829-098,277.436,-9.85500,XGPS-I J182944-095122,X-ray source,-,-,-,-,-,-,-
829,0FGL J1830.3+0617,277.525,6.32100,87GB 182739.9+061706,Quasar,-,-,-,0,89,1,59795 (  386)
830,V3890 Sgr,277.680,-24.0192,NULL,NULL,-,-,-,-,-,-,-
831,IGR J18325-0756,278.125,-7.93300,CXOU J183228.3-075641,X-ray source,275 ( 2.0),-,-,0,0,4,1 (    0)
832,SNR 021.5-00.9,278.390,-10.5690,,SNR,-,-,15 ( 2.0),3,0,4,1 (    0)
833,PKS 1830-211,278.416,-21.0610,QSO B1830-210,Blazar,-,-,-,2,0,3,1 (    0)
834,SGR 1833-0832,278.435,-8.51900,NULL,SGR,-,-,-,0,0,4,1 (    0)
835,BY Dra,278.483,51.7192,NULL,BY Dra variable,-,-,6 ( 2.1),-,-,-,-
836,Swift J1834.9-0846,278.717,-8.76600,0FGL J1834.4-0841,SGR,-,-,15 ( 2.1),0,0,1,1 (    0)
837,4C 32.55,278.764,32.6964,3C 382,Sy1,-,-,-,3,0,7,1 (    0)
838,MAXI J1836-194,278.931,-19.3200,NULL,BHC,-,-,-,1,75,84,55809 ( 4372)
839,XB 1832-330,278.932,-32.9910,RX J1832-33,LMXB/NS,-,-,-,5,71,26,59795 (  386)
840,Sct X-1,279.125,-7.61700,,HMXB,-,-,-,-,-,-,-
841,SWIFT J1836.6+0341,279.164,3.68300,NULL,NULL,-,-,-,0,0,3,1 (    0)
842,NovaSgr 2015_2,279.237,-28.9280,NULL,NULL,-,-,-,-,-,-,-
843,AX J1838.0-0655,279.513,-6.92600,PSR H1838-0655,PSR/PWN,-,-,-,1,0,2,1 (    0)
844,ESO 103-035,279.585,-65.4281,,Sy2,51 ( 2.2),-,-,4,0,3,1 (    0)
845,0FGL J1839.0-0549,279.775,-5.82000,0FGL J1839.0-0549,Gamma-ray source,-,-,-,0,81,4,59795 (  386)
846,PSR J1836+5925,279.854,59.3210,0FGL J1836.2+5924,Pulsar,-,-,-,0,0,1,1 (    0)
847,Ser X-1,279.990,5.03600,MM Ser,LMXB/NS,-,-,26 ( 4.0),18,46,464,56773 ( 3408)
848,IGR J18410-0535,280.252,-5.59600,AX J1841.0-0535,HMXB,-,46 ( 2.5),-,0,38,11,56092 ( 4089)
849,Kes 73,280.331,-4.93600,1E 1841-045,Pulsar,-,-,-,2,0,4,1 (    0)
850,3C 390.3,280.537,79.7710,ICRF J184208.9+794617,Sy1,-,-,6 ( 2.3),3,0,8,1 (    0)
851,SWIFT J1842.5-1124,280.573,-11.4180,,BHC,-,38 ( 2.2),-,1,96,78,54725 ( 5456)
852,SWIFT J1843.5-0343,280.895,-3.71600,NULL,Transient,-,-,-,0,67,8,55228 ( 4953)
853,AX J1845.0-0258,281.222,-2.94500,NULL,HMXB,-,-,-,-,-,-,-
854,ESO 140-43,281.225,-62.3650,Fairall 51,Sy1,-,-,-,-,-,-,-
855,IGR J18450-0435,281.259,-4.56500,AX J1845.0-0433,HMXB,-,-,-,1,37,6,57197 ( 2984)
856,Ginga 1843+00,281.404,0.863000,2MASS J18453684+0051474,HMXB,-,-,-,1,106,64,54902 ( 5279)
857,SWIFT J1845.7-0037,281.478,-0.659000,XMMSL1 J184555.4-003941,NULL,-,-,-,-,-,-,-
858,IGRJ18462-0223,281.567,-2.38700,[KRL2007b] 335,HMXB,-,-,-,0,0,4,1 (    0)
859,AX J1846.4-0258,281.602,-2.97400,AXJ1846.4-0258,Pulsar,-,-,-,1,0,6,1 (    0)
860,IGR J18483-0311,282.071,-3.17200,IGR18483-0311,HMXB/NS,-,-,-,4,59,72,56148 ( 4033)
861,GS 1843-02,282.074,-2.42030,X 1845-024,NULL,-,-,-,2,120,40,57849 ( 2332)
862,TXS 1846+322,282.092,32.3100,0FGL J1847.8+3223,X-ray source,-,-,-,-,-,-,-
863,8C 1849+670,282.317,67.0949,ICRF J184916.0+670541,Sy1,-,17 ( 2.1),-,0,115,2,59947 (  234)
864,EXO 1846-031,282.321,-3.06200,,LMXB/BHC,-,-,-,0,379,33,58697 ( 1484)
865,Swift J185003.2-005627,282.514,-0.940000,NULL,NULL,-,-,-,-,-,-,-
866,2CG 036+01,283.120,3.86700,,Gamma-ray source,-,-,19 ( 2.8),0,0,3,1 (    0)
867,4U 1850-087,283.270,-8.70600,4U 1850-086,LMXB/NS,-,-,-,5,42,7,56726 ( 3455)
868,IGR J18539+0727,283.475,7.45000,[KRL2007b] 343,XRB,-,-,-,0,35,5,54002 ( 6179)
869,4U 1849-31,283.760,-31.1640,V1223 Sgr,CV/DQ Her,-,-,-,7,0,18,1 (    0)
870,XTE J1855-026,283.877,-2.60500,2MASS J18553040-0236167,HMXB/NS,-,41 ( 2.4),18 ( 2.6),10,88,205,58300 ( 1881)
871,2E 1853.7+1534,284.000,15.6369,,Sy1,-,-,-,1,0,7,1 (    0)
872,0FGL J1855.9+0126,284.038,1.37500,SNR G034.6-00.5,SNR,-,-,18 ( 2.6),0,0,5,1 (    0)
873,XTE J1856+053,284.163,5.33000,INTREF 948,LMXB/BHC,-,-,15 ( 2.2),0,69,17,54253 ( 5928)
874,SWIFT J1858.6-0814,284.673,-8.24500,NULL,NULL,-,-,-,4,0,2,1 (    0)
875,XTE J1859+226,284.673,22.6580,V406 Vul,LMXB/BH,-,-,-,0,0,1,1 (    0)
876,XTE J1858+034,284.687,3.43200,[KRL2007b] 348,HMXB,-,-,-,0,105,26,58784 ( 1397)
877,XTE J1859+083,284.770,8.25000,NULL,NULL,-,-,-,3,132,83,57098 ( 3083)
878,HT1900.1-2455,285.036,-24.9205,HETE J1900.1-2455,LMXB/msPSR,-,-,-,17,67,1159,55066 ( 5115)
879,XTE J1901+014,285.421,1.43800,[KRL2007b] 350,XRB,-,-,-,-,-,-,-
880,4U 1901+03,285.914,3.21500,,HMXB,-,-,-,0,216,79,58537 ( 1644)
881,XTE J1906+090,286.198,9.04500,NULL,HMXB,-,-,-,0,0,3,1 (    0)
882,SGR 1900+14,286.809,9.32200,SGR1900+14,SGR,-,-,-,0,0,6,1 (    0)
883,PSR J1907+06,286.918,5.95400,0FGL J1907.5+0602,Pulsar,-,-,-,0,0,5,1 (    0)
884,HR 7275,287.108,52.4258,V1762 Cyg,RS CVn variable,-,-,-,0,0,1,1 (    0)
885,XTE J1908+094,287.221,9.38500,[KRL2007b] 353,HMXB/BHC,-,-,-,0,121,12,56595 ( 3586)
886,H 1907+097,287.408,9.83000,4U 1907+09,HMXB/NS,-,-,-,12,68,323,56689 ( 3492)
887,SWIFT J1910.2-0546,287.595,-5.79900,NULL,NULL,-,-,-,2,126,106,56144 ( 4037)
888,4U 1909+07,287.701,7.59800,4U 1908+075,HMXB/NS,-,-,16 ( 2.5),14,75,284,55151 ( 5030)
889,0FGL J1911.0+0905,287.761,9.08700,0FGL J1911.0+0905,Gamma-ray source,-,-,-,0,0,3,1 (    0)
890,PKS 1908-201,287.790,-20.1100,0FGL J1911.2-2011,Quasar,-,-,-,0,0,3,1 (    0)
891,IGR J19112+1358,287.803,13.9810,NULL,X-ray source,-,-,-,0,0,2,1 (    0)
892,Aql X-1,287.817,0.585000,V1333 Aql,LMXB/NS,-,41 ( 2.6),39 ( 6.0),6,212,454,56457 ( 3724)
893,SS 433,287.956,4.98300,V1343 Aql,uQUASAR,-,-,-,7,32,107,54710 ( 5471)
894,IGR J19140+0951,288.518,9.88300,[KRL2007b] 359,HMXB/NS,-,-,16 ( 2.9),7,80,214,54696 ( 5485)
895,GRS 1915+105,288.798,10.9460,V1487 Aql,LMXB/BH,-,-,-,120,955,4687,58995 ( 1186)
896,4U 1916-053,289.699,-5.23800,V1405 Aql,LMXB/NS,-,-,-,9,31,30,58073 ( 2108)
897,ACO 2319,290.189,43.9619,ABELL 2319,Galaxy cluster,-,-,-,1,0,6,1 (    0)
898,ESO 141-G55,290.300,-58.6670,,Sy1,-,-,-,-,-,-,-
899,SWIFT J1922.7-1716,290.654,-17.2840,SW J1922.7-1716,LMXB/NS,-,-,-,1,35,35,55873 ( 4308)
900,0FGL J1923.0+1411,290.830,14.1560,SNR G049.1-00.1,SNR,-,-,-,0,0,1,1 (    0)
901,TXS 1920-211,290.884,-21.0760,0FGL J1923.3-2101,Quasar,-,-,-,-,-,-,-
902,CH Cyg,291.138,50.2414,HD 182917,Symb/WD,119 ( 2.4),-,10 ( 3.2),1,141,4,59947 (  234)
903,4C 73.18,291.952,73.9671,ICRF J192748.4+735801,BL Lac LPQ,-,-,-,0,0,1,1 (    0)
904,IGR J19294+1816,292.483,18.3110,SWIFT J1929.8+1821,HMXB/SFXT?,-,-,-,1,123,44,58774 ( 1407)
905,MAXI J1932+091,293.293,9.19473,NULL,NULL,-,-,-,-,-,-,-
906,QSO B1936-155,294.861,-15.4286,,Quasar,-,-,-,0,0,1,1 (    0)
907,RX J1940.2-1025,295.048,-10.4240,V1432 Aql,CV/AM Her,-,-,-,2,0,4,1 (    0)
908,1RXS J194211.9+255552,295.550,25.9310,NULL,NULL,-,-,-,-,-,-,-
909,NGC 6814,295.669,-10.3240,,Sy1.5,-,-,-,2,58,4,53536 ( 6645)
910,NovaCyg 2008,295.758,32.3210,NULL,Nova,-,-,-,0,0,2,1 (    0)
911,SWIFT J1943.4+0228,295.892,2.46500,NULL,NULL,-,-,17 ( 2.4),-,-,-,-
912,XTE J1946+274,296.414,27.3650,2MASS J19453935+2721555,XRB,-,-,-,2,164,177,58288 ( 1893)
913,KS 1947+300,297.390,30.2130,2MASS J19493548+3012317,HMXB/NS,-,-,-,2,330,195,56620 ( 3561)
914,V500 Aql,298.116,8.48000,NOVA Aql 1943,Nova,113 ( 2.6),-,-,0,0,1,1 (    0)
915,PSR B1951+32,298.250,32.8830,,Pulsar,118 ( 2.4),-,-,0,0,3,1 (    0)
916,0FGL J1954.4+2838,298.580,28.6020,PSR J1954+2836,Pulsar,-,-,-,0,0,2,1 (    0)
917,SWIFTJ195509.6+261406,298.790,26.2352,,X-ray source,-,26 ( 2.1),-,-,-,-,-
918,4U 1954+31,298.926,32.0970,,HMXB/NS,-,24 ( 2.1),16 ( 4.3),13,198,629,54779 ( 5402)
919,IGRJ19566+0326,299.162,3.44500,MAXI J1957+032,NULL,-,-,-,0,0,2,1 (    0)
920,2CG 065+00,299.250,28.8000,1CG 064+00,Gamma-ray source,-,-,-,0,0,2,1 (    0)
921,Cyg X-1,299.591,35.2020,V1357 Cyg,HMXB/BH,675 (11.4),800 (26.0),864 (82.4),203,1918,6272,60161 (   20)
922,4U 1957+115,299.851,11.7090,V1408 Aql,LMXB,-,40 ( 2.9),-,1,32,6,55636 ( 4545)
923,3C 405.0,299.868,40.7339,Cyg A,Sy2,-,-,-,5,0,10,1 (    0)
924,1ES 1959+650,299.999,65.1490,QSO B1959+650,BL Lac,-,-,-,2,49,10,58008 ( 2173)
925,SWIFT J2000.6+3210,300.091,32.1898,2MASS J20002185+3211232,HMXB,-,-,-,1,73,7,53441 ( 6740)
926,QSO B1958-179,300.238,-17.8160,,Quasar,-,-,-,0,32,3,53433 ( 6748)
927,0FGL J2001.0+4352,300.304,43.8810,87GB 195934.4+434423,BL Lac,-,-,-,0,110,7,53636 ( 6545)
928,Ginga 2000+251,300.707,25.2360,GS 2000+251,LMXB/BH,-,-,-,0,0,2,1 (    0)
929,QSO B2005+40,301.937,40.4968,,Quasar,-,-,-,0,0,1,1 (    0)
930,NGC 6860,302.195,-61.1000,SWIFT J2009.0-6103,Sy1,-,-,-,-,-,-,-
931,PKS 2005-489,302.356,-48.8316,QSO B2005-489,BL Lac,-,-,-,-,-,-,-
932,QSO B2008-159,302.815,-15.7778,[HB89] 2008-159,QSO/FSRQ,-,-,-,0,0,1,1 (    0)
933,XTE J2012+381,303.158,38.1840,INTREF 1012,LMXB/BHC,-,-,-,0,0,3,1 (    0)
934,PMN J2017+0603,304.303,6.05300,0FGL J2017.2+0602,Radio source,-,-,-,-,-,-,-
935,IGR J20187+4041,304.661,40.6830,2MASS J20183873+4041000,Sy2,-,-,-,0,40,3,53636 ( 6545)
936,IGR J20188+3647,304.700,36.7920,NULL,X-ray source,-,-,12 ( 3.2),0,0,2,1 (    0)
937,PSR J2021+3651,305.269,36.8570,0FGL J2020.8+3649,Pulsar,97 ( 2.1),-,-,0,0,3,1 (    0)
938,2CG 075+00,305.333,37.2530,GRO J2021+37,Gamma-ray source,-,-,-,-,-,-,-
939,2CG 078+01,305.370,40.4300,GRO J2019+40,Gamma-ray source,-,-,-,0,0,3,1 (    0)
940,PSR J2021+4026,305.398,40.4390,GRO J2019+40,Gamma-ray source,-,-,-,0,0,1,1 (    0)
941,QSO B2021+614,305.528,61.6163,ICRF J202206.6+613658,Sy2,-,-,-,0,311,4,59947 (  234)
942,Gamma Cyg,305.557,40.2570,SADR,Variable star,-,-,-,0,0,1,1 (    0)
943,4C 31.56,305.829,31.8840,4C +31.56,Radio source,-,-,-,0,0,1,1 (    0)
944,Nova Del 2013,305.878,20.7680,NULL,NULL,-,-,-,-,-,-,-
945,V404 Cyg,306.016,33.8680,,LMXB/BH,-,-,-,0,2760,14,57199 ( 2982)
946,PKS 2023-07,306.419,-7.59800,QSO B2022-077,BL Lac,148 ( 2.9),-,-,0,0,1,1 (    0)
947,0FGL J2027.5+3334,306.882,33.5740,0FGL J2027.5+3334,Gamma-ray source,-,-,-,-,-,-,-
948,V2467 Cyg,307.062,41.8167,NOVA Cyg 2007,Nova,-,-,-,0,0,3,1 (    0)
949,MCG +04-48-002,307.146,25.7336,SWIFT J2028.5+2543,Sy2,-,-,-,2,0,3,1 (    0)
950,1RXS J202945.1+574348,307.438,57.7300,NULL,X-ray source,-,-,-,0,0,3,1 (    0)
951,PSR J2032+41,308.058,41.3760,NULL,NULL,-,-,-,-,-,-,-
952,EXO 2030+375,308.064,37.6370,V2246 Cyg,HMXB/NS,-,-,21 ( 6.2),22,1225,1717,53957 ( 6224)
953,Cyg X-3,308.107,40.9580,V1521 Cyg,HMXB,-,132 (11.0),116 (33.1),118,393,5449,60104 (   77)
954,SWIFT J2037.2+4151,309.274,41.8348,NULL,Transient,-,-,-,0,0,3,1 (    0)
955,VW Cep,309.340,75.6003,HD 197433,Double star,-,-,-,0,0,1,1 (    0)
956,3C 418.0,309.654,51.3202,3C 418,Quasar,-,-,-,0,0,1,1 (    0)
957,AT Mic,310.463,-32.4353,NULL,Flare star,-,-,-,-,-,-,-
958,4C 74.26,310.655,75.1340,87GB 204308.7+745733,Sy1,-,-,-,2,0,8,1 (    0)
959,Mrk 509,311.041,-10.7230,MRK 509,Sy1.2,-,-,-,4,0,3,1 (    0)
960,AU Mic,311.290,-31.3408,NULL,Flare star,-,-,-,0,0,4,1 (    0)
961,BO Mic,311.937,-36.5942,NULL,BY Dra variable,-,-,-,-,-,-,-
962,IC 5063,313.008,-57.0692,,Sy1,-,-,-,2,0,2,1 (    0)
963,2CG 095+04,313.075,55.2000,,Gamma-ray source,-,-,-,0,0,1,1 (    0)
964,V1794 Cyg,313.473,44.3864,NULL,Variable star,-,-,-,0,0,1,1 (    0)
965,0FGL J2055.5+2540,313.953,25.6670,PSR J2055+25,Pulsar,-,-,-,-,-,-,-
966,QSO B2052-474,314.068,-47.2470,PKS 2052-47,Quasar,-,-,-,-,-,-,-
967,SWIFT J2058.4+0516,314.583,5.22600,NULL,NULL,-,-,-,0,0,1,1 (    0)
968,GRO J2058+42,314.750,41.7200,NULL,HMXB,-,-,-,0,232,36,58570 ( 1611)
969,V407 Cyg,315.541,45.7760,NULL,Mira Cet variable,-,39 ( 3.3),-,0,0,3,1 (    0)
970,ER Vul,315.608,27.8075,NULL,W UMa binary,-,-,-,0,0,5,1 (    0)
971,SAX J2103.5+4545,315.899,45.7520,GSC 03588-00834,HMXB,-,-,-,4,174,302,54218 ( 5963)
972,IGR J21117+3427,317.948,34.4620,NULL,X-ray source,-,-,-,0,31,3,53529 ( 6652)
973,S5 2116+81,318.505,82.0800,XSS J21128+8216,Sy1,-,-,-,1,0,2,1 (    0)
974,XTE J2123-058,320.810,-5.79800,LZ Aqr,LMXB,-,-,-,0,0,1,1 (    0)
975,QSO J2123+0535,320.935,5.58947,,Quasar,-,-,-,-,-,-,-
976,IGR J21247+5058,321.164,50.9740,4C 50.55,BL Radio galaxy,-,-,9 ( 2.9),8,0,36,1 (    0)
977,PSR J2124-3358,321.183,-33.9700,0FGL J2124.7-3358,Pulsar,-,-,-,-,-,-,-
978,XB 2127+119,322.493,12.1670,4U 2129+12,LMXB,-,-,-,3,0,3,1 (    0)
979,XB 2129+470,322.859,47.2900,V1727 Cyg,LMXB,-,-,-,0,0,2,1 (    0)
980,QSO B2128-123,322.897,-12.1180,ICRF J213135.2-120704,Sy1,-,-,-,-,-,-,-
981,CTS 109,323.009,-33.7150,6dFGS gJ2132022-334254,Sy1,-,-,-,1,0,2,1 (    0)
982,0ES 2132+50.9,323.432,51.1236,RX J2133.7+5107,CV/DQ Her,-,22 ( 2.0),8 ( 2.6),3,0,6,1 (    0)
983,4C -02.81,323.543,-1.88812,4C -02.81,Quasar,-,-,-,0,34,1,53433 ( 6748)
984,RX J2135.9+4728,323.979,47.4731,2MASX J21355399+4728217,Sy1,-,-,-,0,0,3,1 (    0)
985,QSO B2134+0028,324.161,0.698393,,Quasar,76 ( 2.1),-,-,0,0,2,1 (    0)
986,QSO B2136+1410,324.755,14.3933,OX 161,Quasar,-,-,15 ( 2.4),0,0,2,1 (    0)
987,QSO B2136-428,324.851,-42.5890,0FGL J2139.4-4238,BL Lac,-,-,-,-,-,-,-
988,Ginga 2138+56,324.878,56.9860,V490 Cep,HMXB,-,-,-,0,82,50,56826 ( 3355)
989,1H 2140+433,325.678,43.5860,SS Cyg,CV/Dwarf N,-,39 ( 3.3),-,4,70,94,59257 (  924)
990,OX 169,325.898,17.7300,0FGL J2143.2+1741,Sy1,-,-,-,0,0,1,1 (    0)
991,Cyg X-2,326.172,38.3220,V1341 Cyg,LMXB/NS,-,57 ( 4.8),41 (11.6),38,86,3571,59144 ( 1037)
992,PKS 2144+092,326.792,9.49600,0FGL J2147.1+0931,Quasar,-,-,22 ( 3.3),0,0,1,1 (    0)
993,4C 06.69,327.023,6.96072,PKS 2145+06,Blazar,-,-,-,0,0,3,1 (    0)
994,QSO B2149-306,327.981,-30.4649,SWIFT J2152.0-3030,Blazar,-,-,-,2,0,1,1 (    0)
995,BWE 2155+3112,329.370,31.4500,0FGL J2157.5+3125,Quasar,-,-,-,0,0,3,1 (    0)
996,QSO B2155-152,329.526,-15.0193,,Quasar,-,-,-,-,-,-,-
997,PKS 2155-304,329.725,-30.2170,QSO B2155-304,BL Lac,-,-,-,0,0,1,1 (    0)
998,BWE 2159+5034,330.431,50.8160,87GB 215950.2+503417,Radio source,-,-,-,0,0,2,1 (    0)
999,NGC 7172,330.508,-31.8700,,Sy2,-,-,-,6,0,12,1 (    0)
1000,QSO B2200+420,330.680,42.2778,BL Lacertae,BL Lac,-,-,-,-,-,-,-
1001,4C 31.63,330.812,31.7606,ICRF J220314.9+314538,LPQ,-,-,-,-,-,-,-
1002,QSO B2201+1711,330.862,17.4301,,Quasar,-,-,-,-,-,-,-
1003,HK Lac,331.236,47.2344,NULL,RS CVn variable,-,-,-,-,-,-,-
1004,PKS 2204-54,331.932,-53.7760,0FGL J2207.0-5347,Quasar,67 ( 2.2),-,-,0,0,1,1 (    0)
1005,4U 2206+54,331.984,54.5180,BD+53 2790,HMXB/NS,-,-,7 ( 2.4),4,61,37,57924 ( 2257)
1006,AR Lac,332.170,45.7422,NULL,RS CVn variable,-,-,-,0,85,2,58192 ( 1989)
1007,NGC 7213,332.318,-47.1668,,Sy1.5,-,-,-,-,-,-,-
1008,QSO B2209+184,332.974,18.6976,PG 2209+184,Sy1,-,-,-,0,0,2,1 (    0)
1009,QSO B2209+236,333.025,23.9279,,Quasar,-,-,-,0,0,1,1 (    0)
1010,FO Aqr,334.481,-8.35100,NULL,CV/DQ Her,-,-,-,3,0,5,1 (    0)
1011,4C -03.79,334.717,-3.59358,,Quasar,-,-,-,-,-,-,-
1012,3C 445,335.956,-2.10400,6dFGS gJ222349.5-020613,Sy2,-,-,-,1,0,1,1 (    0)
1013,SAX J2224.9+5421,336.217,54.3650,SAX2224.9+5421,X-ray source,-,-,-,-,-,-,-
1014,4C -05.92,336.447,-4.95039,3C 446,BL Lac,-,-,-,-,-,-,-
1015,PSR J2229+6114,337.271,61.2370,0FGL J2229.0+6114,Pulsar,-,-,-,0,0,2,1 (    0)
1016,QSO B2227-0848,337.417,-8.54845,PKS 2227-088,Quasar,-,-,-,-,-,-,-
1017,4C 11.69,338.152,11.7308,CTA 102,Blazar HP,-,-,-,0,0,1,1 (    0)
1018,NGC 7314,338.942,-26.0505,,Sy1.9,-,-,-,2,0,2,1 (    0)
1019,APG 319,338.966,33.9446,NGC 7317,Interacting galaxies,-,-,-,0,0,3,1 (    0)
1020,PKS 2233-148,339.142,-14.5560,QSO B2233-148,BL Lac,-,-,-,0,0,1,1 (    0)
1021,SWIFT J2242.0+7002,340.511,70.0447,NULL,NULL,-,-,-,-,-,-,-
1022,SWIFT J2243.2-4539,340.843,-45.6910,NULL,NULL,-,-,-,0,0,3,1 (    0)
1023,3C 452,341.455,39.6875,87GB 224331.7+392521,Sy2,-,-,-,0,0,2,1 (    0)
1024,QSO J2246-1206,341.576,-12.1142,,Quasar,160 ( 3.4),-,-,-,-,-,-
1025,EV Lac,341.707,44.3339,NULL,Flare star,-,-,-,-,-,-,-
1026,RX J2248.6-5109,342.172,-51.1650,6dFGS gJ224841.2-510953,Sy1,-,-,-,-,-,-,-
1027,B3 2247+381,342.524,38.4100,87GB 224748.5+380747,BL Lac,-,26 ( 2.2),-,-,-,-,-
